id,user_id,task_type,description,related_link,date_from,date_to,status,priority,created_at,updated_at,created_by,assigned_by,start_time,end_time,duration_minutes
6686b4e8-24d4-4bc3-8d71-6b3885cdc823,79c89dfb-eb95-4439-9640-625fa3ac3571,Other,T-12906's session case,,2026-02-09,2026-02-09,done,3,2026-02-09 12:21:50.910199+00,2026-02-09 18:33:28.324823+00,,,,,,
6da2f209-3a86-4dbb-9846-928014fb71c5,79c89dfb-eb95-4439-9640-625fa3ac3571,Cover Session,"Shahd Amr Ibrahim  [2:58 PM] hello @Mentor-Nayera Hossam [T-4183] can cover this session now please Sondos Islam Adam S-345877 - Grade 3 - 4 Mon 9 Feb 2026 03:00 PM active NormalenglishL6: Bugs M1: 2D block-based Game Development Esraa Hesham Mohamed Elganainy T-12669",,2026-02-09,2026-02-09,done,2,2026-02-09 18:34:39.956347+00,2026-02-09 18:34:39.956347+00,,,,,,
83550c11-bf81-4c80-90cb-5ce524000238,79c89dfb-eb95-4439-9640-625fa3ac3571,Cover Session,"Shahd Amr Ibrahim  [3:29 PM] Hello @Mentor-Nayera Hossam [T-4183] Kindly recheck your slot at 04:30, as it has been changed for today. Thank you for your time and consideration. Best regards, iSchool Moderation Team.",,2026-02-09,2026-02-09,done,2,2026-02-09 18:35:14.980899+00,2026-02-09 18:35:14.980899+00,,,,,,
6bc05010-5b03-478c-9b24-97fc5067e6dc,5f193202-62b8-4a1a-96c2-8599bfd076ca,Other,"Organizing Slack with the new team structure (enter new channels, leave old channels, add new members to the group channel)",,2026-02-09,2026-02-09,done,3,2026-02-09 18:48:01.881752+00,2026-02-09 18:48:01.881752+00,,,,,,
8e00003f-3828-4c4f-923a-42067c898d08,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Team Meeting,caricature workshop,,2026-02-09,2026-02-09,done,2,2026-02-09 20:10:20.015523+00,2026-02-09 20:10:20.015523+00,,,,,,
0042b537-9eb5-4d17-99f6-9d012421c5e7,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Other,assist tutor,,2026-02-09,2026-02-09,done,2,2026-02-09 20:10:35.144229+00,2026-02-09 20:10:41.516664+00,,,,,,
3ee65be8-7b8a-436c-a64c-f9b634ef1f54,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Other,assist tutor,,2026-02-09,2026-02-09,done,2,2026-02-09 20:11:01.364136+00,2026-02-09 20:11:01.364136+00,,,,,,
9bc27289-1ceb-4313-a88b-b5421276e853,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Other,shehab call,,2026-02-09,2026-02-09,done,2,2026-02-09 20:11:43.792872+00,2026-02-09 20:11:43.792872+00,,,,,,
71b7c2cb-e6a0-487a-a02f-fd6bdf150efb,14626a70-e06d-4406-bdff-0ca0271f27c0,Cover Session,5 sessions,,2026-02-09,2026-02-09,done,2,2026-02-09 20:23:52.703354+00,2026-02-09 20:23:52.703354+00,,,,,,
8701f242-de33-4d63-9857-d72a54432e36,11dd4b0c-9af0-4901-a65a-252d72623af0,Other,Supporting the team with the needed material and answering their inquiries,,2026-02-09,2026-02-09,done,2,2026-02-09 20:26:49.830593+00,2026-02-09 20:26:49.830593+00,,,,,,
cc847418-857c-4d42-bab4-e0d79fcc765b,6008cfbc-3ac3-41a7-ae2f-81a2d0a2ee25,Cover Session,Slot 6,,2026-02-08,2026-02-08,done,2,2026-02-09 23:50:41.831414+00,2026-02-09 23:50:41.831414+00,,,,,,
6b4d04e4-7e8e-499c-853c-54074783b5e7,38b09a82-449a-4bc8-be88-3db7db207770,Team Meeting,New team meeting (welcome meeting),,2026-02-09,2026-02-09,done,3,2026-02-09 23:55:03.118857+00,2026-02-09 23:55:03.118857+00,,,,,,
986dd8ce-a443-4237-bd52-25001eb56428,2da44565-25c0-4e68-b32e-80971ccd65de,Team Meeting,"I had my first meeting with the team, where we introduced ourselves and got to know each other",https://zoom.us/rec/share/3ha68iY7lBhlDNv5OTRana4ZIjmXa4K8Tkp9fl-VJ8VZIBqme3D-3E_eyDeNoVl1.7ee5VRaQMqFeYLdN?startTime=1770638124000 Passcode: XNS2$7A1,2026-02-09,2026-02-09,done,2,2026-02-10 04:33:30.466361+00,2026-02-10 04:33:30.466361+00,,,,,,
53986f1e-0475-4039-8d34-d2ae9d5d715f,2da44565-25c0-4e68-b32e-80971ccd65de,Other,Organizing messages for each slot,,2026-02-10,2026-02-10,done,2,2026-02-10 04:35:33.574954+00,2026-02-10 05:03:33.471416+00,,,,,,
7183e363-e569-4221-9670-e070f82487d9,c1402d6f-183f-4afe-af13-6319784141e9,Cover Session,cover 4 sessions,,2026-02-09,2026-02-09,done,4,2026-02-10 08:47:06.750246+00,2026-02-10 08:47:06.750246+00,,,,,,
c7db276b-452f-4b29-8cf6-0c9b53bf50cb,c1402d6f-183f-4afe-af13-6319784141e9,Other,Check quality comments,,2026-02-09,2026-02-09,done,3,2026-02-10 08:47:47.132954+00,2026-02-10 08:47:47.132954+00,,,,,,
5676700c-2561-4ded-9496-762e2b361180,c1402d6f-183f-4afe-af13-6319784141e9,Other,report student case,,2026-02-09,2026-02-09,done,4,2026-02-10 09:04:37.836598+00,2026-02-10 09:04:37.836598+00,,,,,,
a5a4b6a0-f5d4-4989-8fe7-4abdfa0a4fcd,c1402d6f-183f-4afe-af13-6319784141e9,Session Review,Viola complain about student un accepted behavior,https://zoom.us/rec/share/UDmEYbwtjtm7uc2UPLBMv3DacXdxmTYufmX1rR4I2VnmzyO2fp8pm4iStxfielxM._Lpqs0LIxwMysgTq  Passcode: Ee$U0ZDR,2026-02-09,2026-02-09,done,4,2026-02-10 09:04:05.82512+00,2026-02-10 09:05:08.378888+00,,,,,,
d7c76a6d-b028-4435-9191-2cf5aaaceec6,c1402d6f-183f-4afe-af13-6319784141e9,Session Review,Esraa Mohammed,https://zoom.us/rec/share/vN9a3gLNRLaUJWr-EjMn-JxsaF3HH894Tri0zfdbQ8pElWPeRdi_2XBtK-lzRyB_.ViKJGoBKT1WRdOhq?startTime=1770662224000 Passcode: 9h.C^*8r,2026-02-10,2026-02-10,done,2,2026-02-10 09:37:07.519594+00,2026-02-10 09:37:07.519594+00,,,,,,
a95156aa-2260-44de-8076-41ca997deb87,8bbfaf3e-70d2-46f4-8748-47e04282553d,Session Review,Mostafa Elsayed,,2026-02-09,2026-02-09,done,2,2026-02-10 12:10:52.863418+00,2026-02-10 12:10:52.863418+00,,,,,,
0ea721fa-7780-4fdd-9ad0-9e0b07ee1ea1,80b0c01a-eb23-47ed-945b-572314a36b39,Session Review,"the cs gives a comment about Shahd Ashraf T-8388 for Student ""Yacine"" ->  S-110172",,2026-02-10,2026-02-10,done,4,2026-02-10 12:20:43.809768+00,2026-02-10 12:20:43.809768+00,,,,,,
10bf1d0e-8602-4770-89fb-999fc960138d,c1402d6f-183f-4afe-af13-6319784141e9,Study Plan,follow up study plan,,2026-02-10,2026-02-10,done,3,2026-02-10 09:39:55.521723+00,2026-02-10 09:44:03.021574+00,,,,,,
0389dec1-d52a-4389-8ee1-1c333bf7af5d,8bbfaf3e-70d2-46f4-8748-47e04282553d,One-to-One Meeting,Evaluation meeting for Jan report with Renad Ibrahim,,2026-02-10,2026-02-10,done,2,2026-02-10 10:32:18.344309+00,2026-02-10 10:32:18.344309+00,,,,,,
028995d8-48a5-4dac-9071-f9e29120d266,8bbfaf3e-70d2-46f4-8748-47e04282553d,One-to-One Meeting,Evaluation meeting for Jan report with Sondos Mohamed,,2026-02-10,2026-02-10,done,2,2026-02-10 10:32:53.077696+00,2026-02-10 10:32:53.077696+00,,,,,,
9b46750d-ef1f-411e-b869-174959f1aa12,80b0c01a-eb23-47ed-945b-572314a36b39,Other,Welcome Meeting,,2026-02-09,2026-02-09,done,2,2026-02-10 11:18:53.018161+00,2026-02-10 11:18:53.018161+00,,,,,,
8a04398e-3232-42c8-8e3b-877084dd7046,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,Sending Recap sessions,,2026-02-10,2026-02-10,done,3,2026-02-10 11:36:23.803543+00,2026-02-10 11:36:23.803543+00,,,,,,
d59248ee-9210-48ba-81ba-1cbf871a9825,0ecf324e-ffdf-4215-ad89-fc52bf3228bc,Team Meeting,"دخلت مع التيم كلة ميتنج عشان اتعرف عليهم كلهم بس باهر مدخلش كل تعاملي معاه واتساب فقط",,2026-02-09,2026-02-09,done,2,2026-02-10 12:29:30.496404+00,2026-02-10 12:29:30.496404+00,,,,,,
3b87d599-e78c-4b4d-8939-776177ed9364,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Other,checking quality reports,,2026-02-10,2026-02-10,done,2,2026-02-10 12:31:44.084684+00,2026-02-10 12:31:44.084684+00,,,,,,
6d107c17-f1b8-49ce-b7c4-d041626d5097,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,"Sending the monthly announcement to tutors - Top tutors - Calendly link for evaluation meetings",,2026-02-10,2026-02-10,done,3,2026-02-10 11:38:10.547593+00,2026-02-10 13:52:16.234883+00,,,,,,
ece7c48b-afaa-4741-836b-b3c083948c68,c1402d6f-183f-4afe-af13-6319784141e9,Team Meeting,Weekly meeting with my team,,2026-02-10,2026-02-10,done,3,2026-02-10 09:37:40.045283+00,2026-02-10 12:48:54.89154+00,,,,,,
d48f8410-03fb-4ee8-82d5-6700f9283f9d,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,2nd Meeting with batch 118 at 2:00 PM,,2026-02-10,2026-02-10,done,3,2026-02-10 11:36:52.901173+00,2026-02-10 13:52:18.561919+00,,,,,,
19d22b7b-232f-416d-b364-404921e8d66c,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,Sending Quality Reports to Mentors,,2026-02-10,2026-02-10,done,3,2026-02-10 11:37:13.875024+00,2026-02-10 15:51:28.654221+00,,,,,,
48d6ce1f-5ac4-49ae-83e0-408921848ab8,6008cfbc-3ac3-41a7-ae2f-81a2d0a2ee25,Team Meeting,"اول ميتينج مع التيم نتعرف على بعض ونشوف الدنيا هتمشى معانا ازاى الفتره اللى جايه",,2026-02-10,2026-02-10,done,2,2026-02-09 23:51:42.566536+00,2026-02-10 17:01:49.586139+00,,,,,,
f2d57449-be33-484e-9ee9-824dde15e9a5,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Team Meeting,HR meeting,,2026-02-10,2026-02-10,done,2,2026-02-10 12:32:05.875111+00,2026-02-13 12:32:33.15776+00,,,,,,
6b304768-7065-400f-8f6c-d017645e95e7,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Cover Session,slot 9 hadeer's session,,2026-02-10,2026-02-10,done,2,2026-02-10 12:32:53.765947+00,2026-02-13 13:54:49.423068+00,,,,,,
a3fd7476-7e2e-4eae-92c6-6b68f1eee7b7,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Cover Session,solt 3 hadeer's sessoin,,2026-02-10,2026-02-10,done,2,2026-02-10 12:32:28.264485+00,2026-02-13 13:54:52.813625+00,,,,,,
ca93abd5-273d-4bd3-98a3-fb95f8750ab5,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,Leaves on system,,2026-02-10,2026-02-10,done,2,2026-02-10 11:35:47.683216+00,2026-02-13 16:43:38.213444+00,,,,,,
296293c3-25a5-4655-a84e-a14b4b5db68d,cea54012-b4d5-4643-8164-2e220e64ddf7,Other,No show validation,,2026-02-10,2026-02-10,done,3,2026-02-10 11:36:04.061241+00,2026-02-13 16:43:39.755912+00,,,,,,
cf4c44f2-9731-4607-ba8b-4d2a82fedfcd,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Other,nour's quality report issue,,2026-02-10,2026-02-10,in_progress,3,2026-02-09 20:11:26.327887+00,2026-02-14 16:30:37.675147+00,,,,,,
75c018ac-5d2a-4f1b-bd5d-a38f6c7d21c5,79c89dfb-eb95-4439-9640-625fa3ac3571,Cover Session,"[2:38 PM]Hello @Mentor-Nayera Hossam [T-4183] Kindly recheck your slot at 03:00, as it has been changed for today. Thank you for your time and consideration. Best regards, iSchool Moderation Team.",,2026-02-10,2026-02-10,done,2,2026-02-10 12:45:57.546484+00,2026-02-10 12:45:57.546484+00,,,,,,
601251a4-5fc6-4cdd-b5a8-03a886c69a83,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Team Meeting,Discuss the new rules,,2026-02-03,2026-02-03,done,2,2026-02-10 12:52:54.200555+00,2026-02-10 12:52:54.200555+00,,,,,,
70a272d0-13dc-456c-85fe-4600c04f73f2,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,session 4:30,,2026-02-01,2026-02-01,done,2,2026-02-10 12:55:42.628448+00,2026-02-10 12:55:42.628448+00,,,,,,
d9eaf28e-dd93-4752-a640-8219734b0e91,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,session 6,,2026-02-01,2026-02-01,done,2,2026-02-10 12:56:01.697699+00,2026-02-10 12:56:15.423158+00,,,,,,
fcf0ee2d-8b41-47ef-8310-3344d2e52364,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,session 7:30,,2026-02-01,2026-02-01,done,2,2026-02-10 12:56:39.895994+00,2026-02-10 12:56:39.895994+00,,,,,,
070c8915-0045-422e-81c6-63cbc5feab12,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,session 9:00,,2026-02-01,2026-02-01,done,2,2026-02-10 12:57:08.701145+00,2026-02-10 12:57:08.701145+00,,,,,,
c76f824f-9ead-48ff-b75c-02b8f5ac1314,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,3:00PM,,2026-02-02,2026-02-02,done,2,2026-02-10 12:57:34.983751+00,2026-02-10 12:57:34.983751+00,,,,,,
534502b1-7d37-4bba-a140-ef7c8185f625,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,4:30,,2026-02-02,2026-02-02,done,2,2026-02-10 12:57:58.331328+00,2026-02-10 12:57:58.331328+00,,,,,,
91bfd73c-dc02-41db-b56c-579c47cb450e,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,6:00,,2026-02-02,2026-02-02,done,2,2026-02-10 12:58:11.021574+00,2026-02-10 12:58:11.021574+00,,,,,,
e8ee93af-a3b9-49ec-9cf7-8e69975a1eef,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,9:00,,2026-02-02,2026-02-02,done,2,2026-02-10 12:58:24.557353+00,2026-02-10 12:58:24.557353+00,,,,,,
42f7e2c5-6c87-4134-b774-794276a92e5d,316e69c6-4baa-49c3-aec7-eef97b2756ee,Cover Session,"slime sameh S-218715 - Grade 3 - 4",,2026-02-09,2026-02-09,done,3,2026-02-10 13:15:12.845237+00,2026-02-10 13:15:12.845237+00,,,,,,
627135a4-c26d-4fee-80dd-0827157394b6,11dd4b0c-9af0-4901-a65a-252d72623af0,Cover Session,S-335246 cover session at 3:00,,2026-02-10,2026-02-10,done,3,2026-02-10 13:15:24.850515+00,2026-02-10 13:15:24.850515+00,,,,,,
bdea9f60-22c6-4925-a1c0-2fd733d5bd5e,316e69c6-4baa-49c3-aec7-eef97b2756ee,Cover Session,"فيلوباتير كمال وصفي S-105002 - Grade 9 - 10",,2026-02-10,2026-02-10,done,3,2026-02-10 13:15:32.578806+00,2026-02-10 13:15:32.578806+00,,,,,,
8706f6e7-5c57-4b4f-9849-93041f93576f,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,Team Meeting,weekly meeting 2:00 PM,,2026-02-10,2026-02-10,done,2,2026-02-10 13:58:07.70279+00,2026-02-10 13:58:07.70279+00,,,,,,
f9665715-91d9-4853-96fe-be86752e36ae,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,Check Flags,Check the team 04 Flags sheet and remind my teammate.,,2026-02-10,2026-02-10,done,2,2026-02-10 13:58:49.801994+00,2026-02-10 13:58:49.801994+00,,,,,,
8f21b911-6f46-43cf-8620-749041cae63c,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,Cover Session,Cover 5 Sessions,,2026-02-10,2026-02-10,done,2,2026-02-10 13:59:16.506244+00,2026-02-10 13:59:16.506244+00,,,,,,
49ba8296-21b2-482e-a1d5-12efdcefa54b,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,3:00,,2026-02-03,2026-02-03,done,2,2026-02-10 14:00:38.19592+00,2026-02-10 14:00:38.19592+00,,,,,,
8717461f-9837-4aed-883d-89571cec3e86,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,4:30,,2026-02-03,2026-02-03,done,2,2026-02-10 14:00:58.360842+00,2026-02-10 14:00:58.360842+00,,,,,,
2920bcaa-74ac-4c61-aa4c-f47ae52c8cbd,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,7:30,,2026-02-03,2026-02-03,done,2,2026-02-10 14:01:26.173682+00,2026-02-10 14:01:26.173682+00,,,,,,
61211eda-862f-4832-b482-b8ce0c34a236,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,9:00,,2026-02-03,2026-02-03,done,2,2026-02-10 14:01:40.465178+00,2026-02-10 14:01:40.465178+00,,,,,,
7effb995-64fa-4b63-b147-6574611a3275,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,4:30,,2026-02-06,2026-02-06,done,2,2026-02-10 14:02:09.521406+00,2026-02-10 14:02:09.521406+00,,,,,,
bb55456f-92fe-45be-8821-af4234655d19,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,6:00,,2026-02-06,2026-02-06,done,2,2026-02-10 14:02:26.841147+00,2026-02-10 14:02:26.841147+00,,,,,,
bb7b41d5-882a-4528-8482-488ecbda867d,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,4:30,,2026-02-08,2026-02-08,done,2,2026-02-10 14:03:06.366287+00,2026-02-10 14:03:06.366287+00,,,,,,
63310a37-6a13-4c2d-9aa7-dd2009308d25,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,6:00,,2026-02-08,2026-02-08,done,2,2026-02-10 14:03:23.691499+00,2026-02-10 14:03:23.691499+00,,,,,,
7b053768-b8eb-4d98-827d-f7278c32f3a0,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,7:30,,2026-02-08,2026-02-08,done,2,2026-02-10 14:03:38.896375+00,2026-02-10 14:03:38.896375+00,,,,,,
0c53419a-72ac-4368-a016-682e0f55aabc,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,9:00,,2026-02-08,2026-02-08,done,2,2026-02-10 14:03:57.717696+00,2026-02-10 14:03:57.717696+00,,,,,,
7a259717-c43e-4952-8d02-2f0e20e3c8c7,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,9:00,,2026-02-09,2026-02-09,done,2,2026-02-10 14:04:19.323431+00,2026-02-10 14:04:19.323431+00,,,,,,
43dc6b79-3164-4e57-a235-84c536a9ecfb,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,3:00,,2026-02-10,2026-02-10,done,2,2026-02-10 14:04:52.81099+00,2026-02-10 14:04:52.81099+00,,,,,,
795f1045-d307-442f-8f09-a69b54acd262,960005ff-dee1-4a44-8c11-33e13cb8ed4f,One-to-One Meeting,"مع ياسمين كانت لسة داخلة التيم جديد اتعرفنا علي بعض و شفت المشاكل ال بتواجهها و اتناقشنا فيها و اشتغلنا عليها من 2 ل 2:45",,2026-02-10,2026-02-10,done,2,2026-02-10 14:38:43.16215+00,2026-02-10 14:38:43.16215+00,,,,,,
507e4ab0-f251-41dc-aced-925616f26575,960005ff-dee1-4a44-8c11-33e13cb8ed4f,One-to-One Meeting,"مع رضوي عشان كنا محتاجين نتكلم اكتر و نتناقش في case من 2:45 ل 3:15",,2026-10-02,2026-10-02,done,2,2026-02-10 14:40:03.435948+00,2026-02-10 14:40:03.435948+00,,,,,,
48a9ec23-9531-4c8a-9c0f-fe7c5824c0ba,52262890-c566-4bb3-b1b3-9ae52851f182,Team Meeting,weekly meeting,https://zoom.us/j/7298478666,2026-02-10,2026-02-10,done,2,2026-02-10 15:17:18.43072+00,2026-02-10 15:17:18.43072+00,,,,,,
a0ac45b2-7d2c-4d0f-a325-db9f0e8741c7,52262890-c566-4bb3-b1b3-9ae52851f182,Study Plan,send study Reminder to the team,,2026-02-10,2026-02-10,done,2,2026-02-10 15:18:05.828502+00,2026-02-10 15:18:05.828502+00,,,,,,
b9cb8383-52b7-4306-834b-bc6efbb4c8c3,52262890-c566-4bb3-b1b3-9ae52851f182,Cover Session,cover 5 sessions,,2026-02-10,2026-02-10,done,2,2026-02-10 15:18:24.716422+00,2026-02-10 15:18:24.716422+00,,,,,,
0ca3a8a5-e222-4c08-a459-228f4b1dc51d,52262890-c566-4bb3-b1b3-9ae52851f182,Other,"send material Grade 1-2 L8: Parallel Sprites M2: Creative Computing (Hello World!) to rawan",,2026-02-10,2026-02-10,done,2,2026-02-10 15:19:08.889226+00,2026-02-10 15:19:08.889226+00,,,,,,
55538870-5868-4e38-ade9-e74c9c57e13e,52262890-c566-4bb3-b1b3-9ae52851f182,Cover Session,cover 5 sessions,,2026-02-09,2026-02-09,done,2,2026-02-10 15:19:35.154543+00,2026-02-10 15:19:35.154543+00,,,,,,
ea09a7e8-e45c-4552-b7bc-9b85bd3062d0,52262890-c566-4bb3-b1b3-9ae52851f182,Other,workshop announce in team 4,,2026-02-10,2026-02-10,done,2,2026-02-10 15:21:07.395227+00,2026-02-10 15:21:07.395227+00,,,,,,
0e25fb61-2920-4c32-8c81-42edf641d0ac,960005ff-dee1-4a44-8c11-33e13cb8ed4f,Check Flags,"كلهم بيسألو عن ال quality بشوف كل واحدة و ببعتلها من 4 ل 5",,2026-02-10,2026-02-10,done,3,2026-02-10 14:43:14.560142+00,2026-02-10 15:21:25.22108+00,,,,,,
bbaa6370-bdad-4b78-ae3f-b5cf4abb6b11,058d547d-0038-432f-8fc0-77aa0d1d06f7,Other,Quality Analysis Sheet,,2026-02-04,2026-02-04,done,2,2026-02-10 16:41:43.664542+00,2026-02-10 16:41:43.664542+00,,,,,,
5fdd8f37-49cf-4bbc-8e28-8f361d55ef11,0af709a7-115e-4c62-9863-c0c078daf370,Cover Session,"cover session slot 3 cover session slot 7:30 outside subteam",,2026-02-10,2026-02-10,done,2,2026-02-10 15:49:40.374038+00,2026-02-10 16:41:47.53143+00,,,,,,
2a46bb7a-425a-4ff9-84df-b278f447ec00,2da44565-25c0-4e68-b32e-80971ccd65de,Recap Session,Reviewing a tutor’s session that has a specific student case.,,2026-02-10,2026-02-10,done,2,2026-02-10 17:45:13.207373+00,2026-02-10 19:11:22.087286+00,,,,,,
2a04859a-6e95-4fbb-ac0b-216c326205cf,11dd4b0c-9af0-4901-a65a-252d72623af0,Other,Supporting the team with the needed material and answering their inquiries,,2026-02-10,2026-02-10,done,2,2026-02-10 13:13:23.358058+00,2026-02-13 12:53:01.006235+00,,,,,,
f8e51c31-c781-4a58-be81-a3f683dd9c7a,c0fc68a4-1170-4f8a-80f5-4ce7300dd458,Session Review,"Shereen Tarek had a student who was difficult to communicate with, so she asked me to review the session and provide her with feedback.",,2026-02-10,2026-02-13,done,2,2026-02-10 14:05:43.197124+00,2026-02-13 13:03:22.006526+00,,,,,,
c5752d0d-53d7-4b2c-a2c7-b24388a20ded,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Other,canva work,,2026-02-10,2026-02-13,done,3,2026-02-10 12:40:39.558326+00,2026-02-13 13:55:08.216986+00,,,,,,
4d8b09ff-339f-40ee-bea8-e7e77499bd17,8f645bd2-3df6-4487-ae7b-7c49d8f1d253,Other,canva team work,,2026-02-10,2026-02-13,in_progress,3,2026-02-10 12:41:00.443334+00,2026-02-14 16:30:41.176322+00,,,,,,
2e11f9f0-ca71-4c92-a2df-eb4c274b0c4f,76ecf920-90de-4686-858e-19a6cefcd4fb,Cover Session,"Hisham Ahmed Al-Asmar S-85543 - Grade 9 - 10 Mon 9 Feb 2026 09:00 PM active NormalenglishL1: Game physics M2: 2D Game Design With Game Engine - 2 Maryam Muhammad Ibrahim Ibrahim T-4440",,2026-02-09,2026-02-09,done,2,2026-02-10 14:48:49.747486+00,2026-02-14 19:28:33.514742+00,,,21:00,22:00,60
52cea82e-4c5e-4b17-877e-69c4745b31e3,76ecf920-90de-4686-858e-19a6cefcd4fb,Cover Session,"Adam Omar S-22698 - Grade 3 - 4 Tue 10 Feb 2026 03:00 PM active NormalenglishL11: Final project - Part 1 M2: Game Development with AI Mohamed Said Ahmed Shelf T-1356",,2026-02-10,2026-02-10,done,2,2026-02-10 14:48:25.80345+00,2026-02-14 19:28:58.347665+00,,,15:00,16:00,60
7f527883-b241-4a4a-b603-2a6fe8cb5e8d,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,7:30,,2026-02-10,2026-02-10,done,2,2026-02-10 14:05:35.756696+00,2026-02-16 17:28:22.331739+00,,,,,,
84a341f6-7bc6-45c4-92a1-cb5eb82bcff9,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Cover Session,4:30,,2026-02-10,2026-02-10,done,2,2026-02-10 14:05:19.507086+00,2026-02-16 17:28:23.454859+00,,,,,,
9ac0a3a8-212d-4ee4-ae5f-3216a31a074e,d0d27ad1-ba4e-4495-9c6d-8015746961fc,Team Meeting,Discuss the quality report and the team’s flags,,2026-02-16,2026-02-16,done,2,2026-02-10 12:54:29.626322+00,2026-02-16 17:28:24.946571+00,,,,,,
d445b91c-fa1f-473a-a844-02c968f10202,52262890-c566-4bb3-b1b3-9ae52851f182,Session Review,"student attuide from tutor rawan https://zoom.us/rec/share/6m4U6MgZNK184sKyhd6zuSqQNQmhaE3UahM_6nVfs4U-POs7R8nWei33nX_0rYjz.x6K_ojrMsm4zxkKE?startTime=1770489969000 Passcode: #2@p#Ot0",https://zoom.us/rec/share/6m4U6MgZNK184sKyhd6zuSqQNQmhaE3UahM_6nVfs4U-POs7R8nWei33nX_0rYjz.x6K_ojrMsm4zxkKE?startTime=1770489969000,2026-02-09,2026-02-09,done,2,2026-02-10 15:21:59.186823+00,2026-02-10 15:21:59.186823+00,,,,,,
18b7d5b1-2d9b-4626-8a59-61d8d90c81b1,52262890-c566-4bb3-b1b3-9ae52851f182,Other,send to mentor no show task,,2026-02-10,2026-02-10,done,2,2026-02-10 15:22:49.319348+00,2026-02-10 15:22:49.319348+00,,,,,,
1b039333-5c53-4198-83c3-fefbf8404561,52262890-c566-4bb3-b1b3-9ae52851f182,Other,"send session material to aya L11: From Concept to Creation Figma Tips and TricksM4: UI / UX - 2",,2026-02-10,2026-02-10,done,2,2026-02-10 15:24:57.528288+00,2026-02-10 15:24:57.528288+00,,,,,,
fa0f8d56-da78-4adf-9197-b64df2138966,2037f361-3570-4946-9b8d-e7d24189b59e,Cover Session,4 sessions,,2026-02-09,2026-02-09,done,3,2026-02-10 15:31:53.919565+00,2026-02-10 15:31:53.919565+00,,,,,,
dbf83e39-5538-4053-9200-0a5803d33796,2037f361-3570-4946-9b8d-e7d24189b59e,Team Meeting,TL meeting caricature workshop,,2026-02-09,2026-02-09,done,3,2026-02-10 15:32:50.389634+00,2026-02-10 15:32:50.389634+00,,,,,,
69d7d19a-aa52-4e75-a4af-08b02440fe05,2037f361-3570-4946-9b8d-e7d24189b59e,One-to-One Meeting,meeting with toqa & aya,,2026-02-10,2026-02-10,done,1,2026-02-10 15:33:31.555785+00,2026-02-10 15:33:31.555785+00,,,,,,
ef41d05a-47d8-4c82-9a51-01ca945ae7de,2037f361-3570-4946-9b8d-e7d24189b59e,Session Review,cs complain for reem T-12042,,2026-02-10,2026-02-10,done,2,2026-02-10 15:34:46.55341+00,2026-02-10 15:34:46.55341+00,,,,,,
